Inexperienced School Leaders,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Level,Division,School,Poverty Level,Title1 Code,Percent of Inexperienced Principals,Number of Inexperienced Principals,Percent of Inexperienced Assistant Principals,Number of Inexperienced Assistant Principals
2023 - 2024,SCH,Arlington County Public Schools,Dr. Charles R. Drew Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Dr. Charles R. Drew Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Escuela Key Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Escuela Key Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Escuela Key Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Escuela Key Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Glebe Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Glebe Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Glebe Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Glebe Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Gunston Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Gunston Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Gunston Middle,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Gunston Middle,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Hoffman-Boston Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Arlington County Public Schools,Hoffman-Boston Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Arlington County Public Schools,Innovation Elementary ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Innovation Elementary ,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jamestown Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jamestown Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jamestown Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jamestown Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jefferson Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Jefferson Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Kenmore Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Kenmore Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Long Branch Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Long Branch Elementary,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Long Branch Elementary,Low Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Long Branch Elementary,Low Poverty,Non-Title I,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Montessori Public School of Arlington,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Montessori Public School of Arlington,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Montessori Public School of Arlington,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Montessori Public School of Arlington,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Nottingham Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Nottingham Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Nottingham Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Nottingham Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Oakridge Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Oakridge Elementary,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Oakridge Elementary,Low Poverty,All Schools,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Oakridge Elementary,Low Poverty,Non-Title I,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Randolph Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Randolph Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Arlington County Public Schools,Swanson Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Swanson Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Swanson Middle,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Swanson Middle,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Taylor Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Taylor Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Taylor Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Taylor Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Tuckahoe Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Tuckahoe Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Tuckahoe Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Tuckahoe Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Wakefield High,All Schools,All Schools,100,1,50,2
2023 - 2024,SCH,Arlington County Public Schools,Wakefield High,All Schools,Non-Title I,100,1,50,2
2023 - 2024,SCH,Arlington County Public Schools,Washington-Liberty High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Washington-Liberty High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Washington-Liberty High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Washington-Liberty High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Williamsburg Middle,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Arlington County Public Schools,Williamsburg Middle,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Arlington County Public Schools,Williamsburg Middle,Low Poverty,All Schools,0,0,50,1
2023 - 2024,SCH,Arlington County Public Schools,Williamsburg Middle,Low Poverty,Non-Title I,0,0,50,1
2023 - 2024,SCH,Arlington County Public Schools,Yorktown High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Yorktown High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Yorktown High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Arlington County Public Schools,Yorktown High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Buffalo Gap High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Buffalo Gap High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Cassell Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Cassell Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Churchville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Churchville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Craigsville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Craigsville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Edward G. Clymore Elementary,All Schools,All Schools,50,1,0,0
2023 - 2024,SCH,Augusta County Public Schools,Edward G. Clymore Elementary,All Schools,Title I,50,1,0,0
2023 - 2024,SCH,Augusta County Public Schools,Fort Defiance High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Fort Defiance High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Guy K. Stump Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Guy K. Stump Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,North River Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,North River Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Riverheads Elementary,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Augusta County Public Schools,Riverheads Elementary,All Schools,Title I,0,0,50,1
2023 - 2024,SCH,Augusta County Public Schools,Riverheads High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Riverheads High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,S. Gordon Stewart Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,S. Gordon Stewart Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft Elementary,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft Elementary,All Schools,Title I,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft High,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft High,All Schools,Non-Title I,100,1,0,0
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft Middle,All Schools,All Schools,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Stuarts Draft Middle,All Schools,Non-Title I,0,0,100,1
2023 - 2024,SCH,Augusta County Public Schools,Wilson Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Wilson Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Wilson Memorial High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Wilson Memorial High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Wilson Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Augusta County Public Schools,Wilson Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bath County Public Schools,Bath County High,All Schools,All Schools,50,1,0,0
2023 - 2024,SCH,Bath County Public Schools,Bath County High,All Schools,Non-Title I,50,1,0,0
2023 - 2024,SCH,Bath County Public Schools,Millboro Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bath County Public Schools,Millboro Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bath County Public Schools,Millboro Elementary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bath County Public Schools,Millboro Elementary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Bath County Public Schools,Valley Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Bath County Public Schools,Valley Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Bath County Public Schools,Valley Elementary,High Poverty,All Schools,100,1,0,0
2023 - 2024,SCH,Bath County Public Schools,Valley Elementary,High Poverty,Title I,100,1,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Primary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Primary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Primary,High Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Bedford Primary,High Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Big Island Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Big Island Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Boonsboro Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Boonsboro Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Boonsboro Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Boonsboro Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Middle,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Forest Middle,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Goodview Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Goodview Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Huddleston Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Huddleston Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Jefferson Forest High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Jefferson Forest High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Jefferson Forest High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Jefferson Forest High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Liberty High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Liberty High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Liberty Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Liberty Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Moneta Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Moneta Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Montvale Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Montvale Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,New London Academy Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,New London Academy Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,New London Academy Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,New London Academy Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Otter River Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Otter River Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Staunton River High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Staunton River High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Staunton River Middle,All Schools,All Schools,0,0,50,1
2023 - 2024,SCH,Bedford County Public Schools,Staunton River Middle,All Schools,Non-Title I,0,0,50,1
2023 - 2024,SCH,Bedford County Public Schools,Stewartsville Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Stewartsville Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Thomas Jefferson Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Thomas Jefferson Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Thomas Jefferson Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Bedford County Public Schools,Thomas Jefferson Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Bland County Public Schools,Bland County Elementary ,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bland County Public Schools,Bland County Elementary ,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Bland County Public Schools,Bland County High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Bland County Public Schools,Bland County High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Breckinridge Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Breckinridge Elementary,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Breckinridge Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Breckinridge Elementary,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Buchanan Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Buchanan Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Central Academy Middle,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Central Academy Middle,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Colonial Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Colonial Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Eagle Rock Elementary,All Schools,All Schools,100,1,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Eagle Rock Elementary,All Schools,Title I,100,1,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Greenfield Elementary,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Greenfield Elementary,All Schools,Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Greenfield Elementary,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Greenfield Elementary,Low Poverty,Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,James River High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,James River High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,James River High,Low Poverty,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,James River High,Low Poverty,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Lord Botetourt High,All Schools,All Schools,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Lord Botetourt High,All Schools,Non-Title I,0,0,0,0
2023 - 2024,SCH,Botetourt County Public Schools,Lord Botetourt High,Low Poverty,All Schools,0,0,0,0
