Provisionally Licensed,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Year,Division,School,Level,Poverty Level,Special Education Percent,Provisional Percent,Title 1 Code,y,x10
2023 - 2024,Augusta County Public Schools,Riverheads High,SCH,Medium Poverty,2.4,9.5,1,4,Non-Title I
2023 - 2024,Augusta County Public Schools,S. Gordon Stewart Middle,SCH,Medium Poverty,0,2.2,0,1,All Schools
2023 - 2024,Augusta County Public Schools,S. Gordon Stewart Middle,SCH,Medium Poverty,0,2.2,0,1,Non-Title I
2023 - 2024,Augusta County Public Schools,Stuarts Draft Elementary,SCH,Medium Poverty,0,2.6,0,1,All Schools
2023 - 2024,Augusta County Public Schools,Stuarts Draft Elementary,SCH,Medium Poverty,0,2.6,0,1,Title I
2023 - 2024,Augusta County Public Schools,Stuarts Draft High,SCH,Medium Poverty,0,1.7,0,1,All Schools
2023 - 2024,Augusta County Public Schools,Stuarts Draft High,SCH,Medium Poverty,0,1.7,0,1,Non-Title I
2023 - 2024,Augusta County Public Schools,Stuarts Draft Middle,SCH,Medium Poverty,0,2.3,0,1,All Schools
2023 - 2024,Augusta County Public Schools,Stuarts Draft Middle,SCH,Medium Poverty,0,2.3,0,1,Non-Title I
2023 - 2024,Augusta County Public Schools,Wilson Elementary,SCH,Medium Poverty,2.3,4.7,1,2,All Schools
2023 - 2024,Augusta County Public Schools,Wilson Elementary,SCH,Medium Poverty,2.3,4.7,1,2,Title I
2023 - 2024,Augusta County Public Schools,Wilson Memorial High,SCH,Medium Poverty,4.5,4.5,3,3,All Schools
2023 - 2024,Augusta County Public Schools,Wilson Memorial High,SCH,Medium Poverty,4.5,4.5,3,3,Non-Title I
2023 - 2024,Augusta County Public Schools,Wilson Middle,SCH,Medium Poverty,3.4,10.3,2,6,All Schools
2023 - 2024,Augusta County Public Schools,Wilson Middle,SCH,Medium Poverty,3.4,10.3,2,6,Non-Title I
2023 - 2024,Bath County Public Schools,Bath County High,SCH,Medium Poverty,0,3.7,0,1,All Schools
2023 - 2024,Bath County Public Schools,Bath County High,SCH,Medium Poverty,0,3.7,0,1,Non-Title I
2023 - 2024,Bath County Public Schools,Millboro Elementary,SCH,High Poverty,0,11.8,0,2,All Schools
2023 - 2024,Bath County Public Schools,Millboro Elementary,SCH,High Poverty,0,11.8,0,2,Title I
2023 - 2024,Bath County Public Schools,Valley Elementary,SCH,High Poverty,5.3,10.5,1,2,All Schools
2023 - 2024,Bath County Public Schools,Valley Elementary,SCH,High Poverty,5.3,10.5,1,2,Title I
2023 - 2024,Bedford County Public Schools,Bedford Elementary,SCH,Medium Poverty,5.6,5.6,2,2,All Schools
2023 - 2024,Bedford County Public Schools,Bedford Elementary,SCH,Medium Poverty,5.6,5.6,2,2,Title I
2023 - 2024,Bedford County Public Schools,Bedford Primary,SCH,High Poverty,3.7,7.4,1,2,All Schools
2023 - 2024,Bedford County Public Schools,Bedford Primary,SCH,High Poverty,3.7,7.4,1,2,Title I
2023 - 2024,Bedford County Public Schools,Big Island Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Bedford County Public Schools,Big Island Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Bedford County Public Schools,Boonsboro Elementary,SCH,Low Poverty,0,3.8,0,1,All Schools
2023 - 2024,Bedford County Public Schools,Boonsboro Elementary,SCH,Low Poverty,0,3.8,0,1,Non-Title I
2023 - 2024,Bedford County Public Schools,Forest Elementary,SCH,Low Poverty,0,4.8,0,1,All Schools
2023 - 2024,Bedford County Public Schools,Forest Elementary,SCH,Low Poverty,0,4.8,0,1,Non-Title I
2023 - 2024,Bedford County Public Schools,Forest Middle,SCH,Low Poverty,1.5,6.1,1,4,All Schools
2023 - 2024,Bedford County Public Schools,Forest Middle,SCH,Low Poverty,1.5,6.1,1,4,Non-Title I
2023 - 2024,Bedford County Public Schools,Goodview Elementary,SCH,Medium Poverty,2.5,2.5,1,1,All Schools
2023 - 2024,Bedford County Public Schools,Goodview Elementary,SCH,Medium Poverty,2.5,2.5,1,1,Title I
2023 - 2024,Bedford County Public Schools,Huddleston Elementary,SCH,Medium Poverty,9.5,19,2,4,All Schools
2023 - 2024,Bedford County Public Schools,Huddleston Elementary,SCH,Medium Poverty,9.5,19,2,4,Title I
2023 - 2024,Bedford County Public Schools,Jefferson Forest High,SCH,Low Poverty,0,2.5,0,2,All Schools
2023 - 2024,Bedford County Public Schools,Jefferson Forest High,SCH,Low Poverty,0,2.5,0,2,Non-Title I
2023 - 2024,Bedford County Public Schools,Liberty High,SCH,Medium Poverty,5.2,10.3,3,6,All Schools
2023 - 2024,Bedford County Public Schools,Liberty High,SCH,Medium Poverty,5.2,10.3,3,6,Non-Title I
2023 - 2024,Bedford County Public Schools,Liberty Middle,SCH,Medium Poverty,7,14,3,6,All Schools
2023 - 2024,Bedford County Public Schools,Liberty Middle,SCH,Medium Poverty,7,14,3,6,Non-Title I
2023 - 2024,Bedford County Public Schools,Moneta Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Bedford County Public Schools,Moneta Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Bedford County Public Schools,Montvale Elementary,SCH,Medium Poverty,0,10.5,0,2,All Schools
2023 - 2024,Bedford County Public Schools,Montvale Elementary,SCH,Medium Poverty,0,10.5,0,2,Title I
2023 - 2024,Bedford County Public Schools,New London Academy Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Bedford County Public Schools,New London Academy Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Bedford County Public Schools,Otter River Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Bedford County Public Schools,Otter River Elementary,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Bedford County Public Schools,Staunton River High,SCH,Medium Poverty,3.3,19.7,2,12,All Schools
2023 - 2024,Bedford County Public Schools,Staunton River High,SCH,Medium Poverty,3.3,19.7,2,12,Non-Title I
2023 - 2024,Bedford County Public Schools,Staunton River Middle,SCH,Medium Poverty,4,10,2,5,All Schools
2023 - 2024,Bedford County Public Schools,Staunton River Middle,SCH,Medium Poverty,4,10,2,5,Non-Title I
2023 - 2024,Bedford County Public Schools,Stewartsville Elementary,SCH,Medium Poverty,7.1,10.7,2,3,All Schools
2023 - 2024,Bedford County Public Schools,Stewartsville Elementary,SCH,Medium Poverty,7.1,10.7,2,3,Title I
2023 - 2024,Bedford County Public Schools,Thomas Jefferson Elementary,SCH,Low Poverty,5.1,5.1,2,2,All Schools
2023 - 2024,Bedford County Public Schools,Thomas Jefferson Elementary,SCH,Low Poverty,5.1,5.1,2,2,Non-Title I
2023 - 2024,Bland County Public Schools,Bland County Elementary ,SCH,Medium Poverty,2.9,8.8,1,3,All Schools
2023 - 2024,Bland County Public Schools,Bland County Elementary ,SCH,Medium Poverty,2.9,8.8,1,3,Title I
2023 - 2024,Bland County Public Schools,Bland County High,SCH,Medium Poverty,1.6,10.9,1,7,All Schools
2023 - 2024,Bland County Public Schools,Bland County High,SCH,Medium Poverty,1.6,10.9,1,7,Non-Title I
2023 - 2024,Botetourt County Public Schools,Breckinridge Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Botetourt County Public Schools,Breckinridge Elementary,SCH,Low Poverty,0,0,0,0,Non-Title I
2023 - 2024,Botetourt County Public Schools,Buchanan Elementary,SCH,Medium Poverty,0,3.3,0,1,All Schools
2023 - 2024,Botetourt County Public Schools,Buchanan Elementary,SCH,Medium Poverty,0,3.3,0,1,Title I
2023 - 2024,Botetourt County Public Schools,Central Academy Middle,SCH,Medium Poverty,2.5,12.5,1,5,All Schools
2023 - 2024,Botetourt County Public Schools,Central Academy Middle,SCH,Medium Poverty,2.5,12.5,1,5,Non-Title I
2023 - 2024,Botetourt County Public Schools,Cloverdale Elementary,SCH,Low Poverty,0,4.5,0,1,All Schools
2023 - 2024,Botetourt County Public Schools,Cloverdale Elementary,SCH,Low Poverty,0,4.5,0,1,Title I
2023 - 2024,Botetourt County Public Schools,Colonial Elementary,SCH,Medium Poverty,2.9,2.9,1,1,All Schools
2023 - 2024,Botetourt County Public Schools,Colonial Elementary,SCH,Medium Poverty,2.9,2.9,1,1,Title I
2023 - 2024,Botetourt County Public Schools,Eagle Rock Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Botetourt County Public Schools,Eagle Rock Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Botetourt County Public Schools,Greenfield Elementary,SCH,Low Poverty,0,0,0,0,All Schools
2023 - 2024,Botetourt County Public Schools,Greenfield Elementary,SCH,Low Poverty,0,0,0,0,Title I
2023 - 2024,Botetourt County Public Schools,James River High,SCH,Low Poverty,0,4.4,0,2,All Schools
2023 - 2024,Botetourt County Public Schools,James River High,SCH,Low Poverty,0,4.4,0,2,Non-Title I
2023 - 2024,Botetourt County Public Schools,Lord Botetourt High,SCH,Low Poverty,1.3,3.8,1,3,All Schools
2023 - 2024,Botetourt County Public Schools,Lord Botetourt High,SCH,Low Poverty,1.3,3.8,1,3,Non-Title I
2023 - 2024,Botetourt County Public Schools,Read Mountain Middle,SCH,Low Poverty,5.2,6.9,3,4,All Schools
2023 - 2024,Botetourt County Public Schools,Read Mountain Middle,SCH,Low Poverty,5.2,6.9,3,4,Non-Title I
2023 - 2024,Botetourt County Public Schools,Troutville Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Botetourt County Public Schools,Troutville Elementary,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Bristol City Public Schools,Virginia High,SCH,High Poverty,0,4.2,0,4,All Schools
2023 - 2024,Bristol City Public Schools,Virginia High,SCH,High Poverty,0,4.2,0,4,Non-Title I
2023 - 2024,Bristol City Public Schools,Virginia Middle,SCH,High Poverty,0,2.6,0,2,All Schools
2023 - 2024,Bristol City Public Schools,Virginia Middle,SCH,High Poverty,0,2.6,0,2,Non-Title I
2023 - 2024,Brunswick County Public Schools,Brunswick High,SCH,High Poverty,7.7,20.5,3,8,All Schools
2023 - 2024,Brunswick County Public Schools,Brunswick High,SCH,High Poverty,7.7,20.5,3,8,Title I
2023 - 2024,Brunswick County Public Schools,James S. Russell Middle,SCH,High Poverty,6.7,20,2,6,All Schools
2023 - 2024,Brunswick County Public Schools,James S. Russell Middle,SCH,High Poverty,6.7,20,2,6,Title I
2023 - 2024,Brunswick County Public Schools,Meherrin Powellton Elementary,SCH,High Poverty,0,5.9,0,1,All Schools
2023 - 2024,Brunswick County Public Schools,Meherrin Powellton Elementary,SCH,High Poverty,0,5.9,0,1,Title I
2023 - 2024,Brunswick County Public Schools,Red Oak-Sturgeon Elementary,SCH,High Poverty,8.3,33.3,1,4,All Schools
2023 - 2024,Brunswick County Public Schools,Red Oak-Sturgeon Elementary,SCH,High Poverty,8.3,33.3,1,4,Title I
2023 - 2024,Brunswick County Public Schools,Totaro Elementary,SCH,High Poverty,4.8,4.8,1,1,All Schools
2023 - 2024,Brunswick County Public Schools,Totaro Elementary,SCH,High Poverty,4.8,4.8,1,1,Title I
2023 - 2024,Buchanan County Public Schools,Council Elementary/Middle,SCH,High Poverty,0,6.1,0,2,All Schools
2023 - 2024,Buchanan County Public Schools,Council Elementary/Middle,SCH,High Poverty,0,6.1,0,2,Title I
2023 - 2024,Buchanan County Public Schools,Council High ,SCH,High Poverty,0,4,0,1,All Schools
2023 - 2024,Buchanan County Public Schools,Council High ,SCH,High Poverty,0,4,0,1,Non-Title I
2023 - 2024,Buchanan County Public Schools,Grundy High,SCH,High Poverty,0,9.1,0,2,All Schools
2023 - 2024,Buchanan County Public Schools,Grundy High,SCH,High Poverty,0,9.1,0,2,Non-Title I
2023 - 2024,Buchanan County Public Schools,Hurley Elementary/Middle,SCH,High Poverty,5.3,5.3,2,2,All Schools
2023 - 2024,Buchanan County Public Schools,Hurley Elementary/Middle,SCH,High Poverty,5.3,5.3,2,2,Title I
2023 - 2024,Buchanan County Public Schools,Hurley High,SCH,High Poverty,6.3,18.8,1,3,All Schools
2023 - 2024,Buchanan County Public Schools,Hurley High,SCH,High Poverty,6.3,18.8,1,3,Non-Title I
2023 - 2024,Buchanan County Public Schools,Riverview Elementary/Middle,SCH,High Poverty,4.2,8.5,3,6,All Schools
2023 - 2024,Buchanan County Public Schools,Riverview Elementary/Middle,SCH,High Poverty,4.2,8.5,3,6,Title I
2023 - 2024,Buchanan County Public Schools,Twin Valley Elementary/Middle,SCH,High Poverty,7.7,19.2,2,5,All Schools
2023 - 2024,Buchanan County Public Schools,Twin Valley Elementary/Middle,SCH,High Poverty,7.7,19.2,2,5,Title I
2023 - 2024,Buchanan County Public Schools,Twin Valley High,SCH,High Poverty,3.4,10.3,1,3,All Schools
2023 - 2024,Buchanan County Public Schools,Twin Valley High,SCH,High Poverty,3.4,10.3,1,3,Non-Title I
2023 - 2024,Buckingham County Public Schools,Buckingham Co Elementary,SCH,High Poverty,3.7,18.5,1,5,All Schools
2023 - 2024,Buckingham County Public Schools,Buckingham Co Elementary,SCH,High Poverty,3.7,18.5,1,5,Title I
2023 - 2024,Buckingham County Public Schools,Buckingham Co Primary,SCH,High Poverty,3.6,7.1,1,2,All Schools
2023 - 2024,Buckingham County Public Schools,Buckingham Co Primary,SCH,High Poverty,3.6,7.1,1,2,Title I
2023 - 2024,Buckingham County Public Schools,Buckingham County High,SCH,High Poverty,0,19.1,0,9,All Schools
2023 - 2024,Buckingham County Public Schools,Buckingham County High,SCH,High Poverty,0,19.1,0,9,Non-Title I
2023 - 2024,Buckingham County Public Schools,Buckingham County Middle,SCH,High Poverty,0,8.3,0,3,All Schools
2023 - 2024,Buckingham County Public Schools,Buckingham County Middle,SCH,High Poverty,0,8.3,0,3,Non-Title I
2023 - 2024,Buena Vista City Public Schools,Enderly Heights Elementary,SCH,Medium Poverty,5.6,16.7,1,3,All Schools
2023 - 2024,Buena Vista City Public Schools,Enderly Heights Elementary,SCH,Medium Poverty,5.6,16.7,1,3,Title I
2023 - 2024,Buena Vista City Public Schools,F.W. Kling Jr. Elementary,SCH,Medium Poverty,0,25,0,3,All Schools
2023 - 2024,Buena Vista City Public Schools,F.W. Kling Jr. Elementary,SCH,Medium Poverty,0,25,0,3,Title I
2023 - 2024,Buena Vista City Public Schools,Parry McCluer High,SCH,Medium Poverty,0,10.7,0,3,All Schools
2023 - 2024,Buena Vista City Public Schools,Parry McCluer High,SCH,Medium Poverty,0,10.7,0,3,Non-Title I
2023 - 2024,Buena Vista City Public Schools,Parry McCluer Middle,SCH,Medium Poverty,0,14.3,0,2,All Schools
2023 - 2024,Buena Vista City Public Schools,Parry McCluer Middle,SCH,Medium Poverty,0,14.3,0,2,Non-Title I
2023 - 2024,Campbell County Public Schools,Altavista Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Campbell County Public Schools,Altavista Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Campbell County Public Schools,Altavista High,SCH,Medium Poverty,0,4,0,2,All Schools
2023 - 2024,Campbell County Public Schools,Altavista High,SCH,Medium Poverty,0,4,0,2,Non-Title I
2023 - 2024,Campbell County Public Schools,Brookneal Elementary,SCH,Medium Poverty,0,7.7,0,2,All Schools
2023 - 2024,Campbell County Public Schools,Brookneal Elementary,SCH,Medium Poverty,0,7.7,0,2,Title I
2023 - 2024,Campbell County Public Schools,Brookville High,SCH,Medium Poverty,1.6,11.1,1,7,All Schools
2023 - 2024,Campbell County Public Schools,Brookville High,SCH,Medium Poverty,1.6,11.1,1,7,Non-Title I
2023 - 2024,Campbell County Public Schools,Brookville Middle,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Campbell County Public Schools,Brookville Middle,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Campbell County Public Schools,Concord Elementary,SCH,Medium Poverty,0,4.2,0,1,All Schools
2023 - 2024,Campbell County Public Schools,Concord Elementary,SCH,Medium Poverty,0,4.2,0,1,Title I
2023 - 2024,Campbell County Public Schools,Leesville Road Elementary,SCH,Medium Poverty,2.6,2.6,1,1,All Schools
2023 - 2024,Campbell County Public Schools,Leesville Road Elementary,SCH,Medium Poverty,2.6,2.6,1,1,Title I
2023 - 2024,Campbell County Public Schools,Rustburg Elementary,SCH,Medium Poverty,3.6,3.6,1,1,All Schools
2023 - 2024,Campbell County Public Schools,Rustburg Elementary,SCH,Medium Poverty,3.6,3.6,1,1,Title I
2023 - 2024,Campbell County Public Schools,Rustburg High,SCH,Medium Poverty,1.7,6.9,1,4,All Schools
2023 - 2024,Campbell County Public Schools,Rustburg High,SCH,Medium Poverty,1.7,6.9,1,4,Non-Title I
2023 - 2024,Campbell County Public Schools,Rustburg Middle,SCH,Medium Poverty,0,2,0,1,All Schools
2023 - 2024,Campbell County Public Schools,Rustburg Middle,SCH,Medium Poverty,0,2,0,1,Non-Title I
2023 - 2024,Campbell County Public Schools,Tomahawk Elementary,SCH,Medium Poverty,2.5,2.5,1,1,All Schools
2023 - 2024,Campbell County Public Schools,Tomahawk Elementary,SCH,Medium Poverty,2.5,2.5,1,1,Title I
2023 - 2024,Campbell County Public Schools,William Campbell High,SCH,Medium Poverty,2.9,8.6,1,3,All Schools
2023 - 2024,Campbell County Public Schools,William Campbell High,SCH,Medium Poverty,2.9,8.6,1,3,Non-Title I
2023 - 2024,Campbell County Public Schools,Yellow Branch Elementary,SCH,Medium Poverty,10.3,12.8,4,5,All Schools
2023 - 2024,Campbell County Public Schools,Yellow Branch Elementary,SCH,Medium Poverty,10.3,12.8,4,5,Title I
2023 - 2024,Caroline County Public Schools,Bowling Green Elementary,SCH,Medium Poverty,0,7.5,0,3,All Schools
2023 - 2024,Caroline County Public Schools,Bowling Green Elementary,SCH,Medium Poverty,0,7.5,0,3,Title I
2023 - 2024,Caroline County Public Schools,Caroline High,SCH,Medium Poverty,2.8,9.7,2,7,All Schools
2023 - 2024,Caroline County Public Schools,Caroline High,SCH,Medium Poverty,2.8,9.7,2,7,Non-Title I
2023 - 2024,Caroline County Public Schools,Caroline Middle,SCH,Medium Poverty,1.7,6.7,1,4,All Schools
2023 - 2024,Caroline County Public Schools,Caroline Middle,SCH,Medium Poverty,1.7,6.7,1,4,Non-Title I
2023 - 2024,Caroline County Public Schools,Lewis and Clark Elementary,SCH,Medium Poverty,2,5.9,1,3,All Schools
2023 - 2024,Caroline County Public Schools,Lewis and Clark Elementary,SCH,Medium Poverty,2,5.9,1,3,Non-Title I
2023 - 2024,Caroline County Public Schools,Madison Elementary,SCH,Medium Poverty,0,4.3,0,1,All Schools
2023 - 2024,Caroline County Public Schools,Madison Elementary,SCH,Medium Poverty,0,4.3,0,1,Title I
2023 - 2024,Carroll County Public Schools,Carroll County High,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Carroll County High,SCH,Medium Poverty,0,0,0,0,Non-Title I
2023 - 2024,Carroll County Public Schools,Carroll County Middle,SCH,Medium Poverty,1.2,4.7,1,4,All Schools
2023 - 2024,Carroll County Public Schools,Carroll County Middle,SCH,Medium Poverty,1.2,4.7,1,4,Non-Title I
2023 - 2024,Carroll County Public Schools,Fancy Gap Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Fancy Gap Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Carroll County Public Schools,Gladesboro Elementary,SCH,Medium Poverty,0,6.3,0,1,All Schools
2023 - 2024,Carroll County Public Schools,Gladesboro Elementary,SCH,Medium Poverty,0,6.3,0,1,Title I
2023 - 2024,Carroll County Public Schools,Gladeville Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Gladeville Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Carroll County Public Schools,Hillsville Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Hillsville Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Carroll County Public Schools,Laurel Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Laurel Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Carroll County Public Schools,Oakland Elementary,SCH,Medium Poverty,0,0,0,0,All Schools
2023 - 2024,Carroll County Public Schools,Oakland Elementary,SCH,Medium Poverty,0,0,0,0,Title I
2023 - 2024,Carroll County Public Schools,St. Paul,SCH,Medium Poverty,4.2,8.3,1,2,All Schools
2023 - 2024,Carroll County Public Schools,St. Paul,SCH,Medium Poverty,4.2,8.3,1,2,Title I
2023 - 2024,Charles City County Public Schools,Charles City County Elementary,SCH,High Poverty,0,12.5,0,3,All Schools
2023 - 2024,Charles City County Public Schools,Charles City County Elementary,SCH,High Poverty,0,12.5,0,3,Title I
2023 - 2024,Charles City County Public Schools,Charles City County High,SCH,High Poverty,3.4,24.1,1,7,All Schools
2023 - 2024,Charles City County Public Schools,Charles City County High,SCH,High Poverty,3.4,24.1,1,7,Title I
2023 - 2024,Charlotte County Public Schools,Bacon District Elementary,SCH,Medium Poverty,0,7.1,0,1,All Schools
